go.id	term
GO:0061864	basement membrane constituent secretion
GO:0061866	obsolete negative regulation of histone H3-S10 phosphorylation
GO:0061869	regulation of hepatic stellate cell migration
GO:0061868	hepatic stellate cell migration
GO:0046230	2-aminobenzenesulfonate catabolic process
GO:0046239	phthalate catabolic process
GO:0046236	mandelate biosynthetic process
GO:0046235	obsolete gallate biosynthetic process
GO:0046234	obsolete fluorene biosynthetic process
GO:0046233	obsolete 3-hydroxyphenylacetate biosynthetic process
GO:0046232	carbazole catabolic process
GO:0061854	positive regulation of neuroblast migration
GO:0061853	regulation of neuroblast migration
GO:0061856	Golgi calcium ion transmembrane transport
GO:0061855	negative regulation of neuroblast migration
GO:0061857	endoplasmic reticulum stress-induced pre-emptive quality control
GO:0046241	obsolete m-xylene biosynthetic process
GO:0046240	obsolete xylene biosynthetic process
GO:0046249	alpha-pinene catabolic process
GO:0046248	alpha-pinene biosynthetic process
GO:0046247	terpene catabolic process
GO:0046246	terpene biosynthetic process
GO:0046245	obsolete styrene biosynthetic process
GO:0046244	salicylic acid catabolic process
GO:0061883	clathrin-dependent endocytosis involved in vitellogenesis
GO:0061882	negative regulation of anterograde axonal transport of mitochondrion
GO:0061884	regulation of mini excitatory postsynaptic potential
GO:0071206	establishment of protein localization to juxtaparanode region of axon
GO:0071205	protein localization to juxtaparanode region of axon
GO:0046253	anaerobic toluene biosynthetic process
GO:0046252	toluene biosynthetic process
GO:0046251	limonene catabolic process
GO:0046250	limonene biosynthetic process
GO:0046258	anaerobic 2,4,6-trinitrotoluene catabolic process
GO:0046256	2,4,6-trinitrotoluene catabolic process
GO:0046254	anaerobic toluene catabolic process
GO:0046264	obsolete thiocyanate biosynthetic process
GO:0046263	nitrotoluene catabolic process
GO:0046260	trinitrotoluene catabolic process
GO:0046269	toluene-4-sulfonate catabolic process
GO:0046267	obsolete triethanolamine catabolic process
GO:0046266	obsolete triethanolamine biosynthetic process
GO:0046265	thiocyanate catabolic process
GO:0046275	flavonoid catabolic process
GO:0046274	lignin catabolic process
GO:0046273	lignan catabolic process
GO:0046272	stilbene catabolic process
GO:0046271	phenylpropanoid catabolic process
GO:1900109	regulation of histone H3-K9 dimethylation
GO:1900108	negative regulation of nodal signaling pathway
GO:0046279	3,4-dihydroxybenzoate biosynthetic process
GO:0046278	3,4-dihydroxybenzoate metabolic process
GO:0046277	methylgallate biosynthetic process
GO:0046276	methylgallate catabolic process
GO:0071219	cellular response to molecule of bacterial origin
GO:0071218	cellular response to misfolded protein
GO:0046402	O antigen metabolic process
GO:0046401	lipopolysaccharide core region metabolic process
GO:0046400	keto-3-deoxy-D-manno-octulosonic acid metabolic process
GO:0046415	urate metabolic process
GO:0046414	organomercury biosynthetic process
GO:0046413	organomercury catabolic process
GO:0046412	phenylmercury acetate metabolic process
GO:0046411	2-keto-3-deoxygluconate transmembrane transport
GO:0046419	octopine metabolic process
GO:0046418	nopaline metabolic process
GO:0046417	chorismate metabolic process
GO:0046416	D-amino acid metabolic process
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT
GO:0046425	regulation of receptor signaling pathway via JAK-STAT
GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT
GO:1900502	positive regulation of butyryl-CoA catabolic process to butyrate
GO:0046437	D-amino acid biosynthetic process
GO:0046436	D-alanine metabolic process
GO:0046435	3-(3-hydroxy)phenylpropionate metabolic process
GO:1900501	negative regulation of butyryl-CoA catabolic process to butyrate
GO:0046434	organophosphate catabolic process
GO:1900500	regulation of butyryl-CoA catabolic process to butyrate
GO:0046433	2-aminoethylphosphonate metabolic process
GO:0046432	2'-(5''-triphosphoribosyl)-3'-dephospho-CoA metabolic process
GO:0046431	(R)-4-hydroxymandelate metabolic process
GO:0046430	non-phosphorylated glucose metabolic process
GO:0046439	L-cysteine metabolic process
GO:0046438	D-cysteine metabolic process
GO:0022411	cellular component disassembly
GO:0022410	circadian sleep/wake cycle process
GO:0022413	reproductive process in single-celled organism
GO:0022412	cellular process involved in reproduction in multicellular organism
GO:0022417	protein maturation by protein folding
GO:0022416	chaeta development
GO:0022400	regulation of rhodopsin mediated signaling pathway
GO:0022402	cell cycle process
GO:0022401	negative adaptation of signaling pathway
GO:0022404	molting cycle process
GO:0022403	cell cycle phase
GO:0022406	membrane docking
GO:0022405	hair cycle process
GO:0022408	negative regulation of cell-cell adhesion
GO:0022407	regulation of cell-cell adhesion
GO:0022409	positive regulation of cell-cell adhesion
GO:1900477	negative regulation of G1/S transition of mitotic cell cycle by negative regulation of transcription from RNA polymerase II promoter
GO:1900478	obsolete positive regulation of sulfate assimilation by positive regulation of transcription from RNA polymerase II promoter
GO:1900489	positive regulation of [2Fe-2S] cluster assembly
GO:0071382	cellular response to prostaglandin I stimulus
GO:0071381	cellular response to prostaglandin F stimulus
GO:0071380	cellular response to prostaglandin E stimulus
GO:0071396	cellular response to lipid
GO:0071395	cellular response to jasmonic acid stimulus
GO:0071393	cellular response to progesterone stimulus
GO:0071392	cellular response to estradiol stimulus
GO:0071391	cellular response to estrogen stimulus
GO:0071390	cellular response to ecdysone
GO:0046327	glycerol biosynthetic process from pyruvate
GO:0046326	positive regulation of glucose import
GO:0046325	negative regulation of glucose import
GO:0046324	regulation of glucose import
GO:0046323	glucose import
GO:0046322	negative regulation of fatty acid oxidation
GO:0046321	positive regulation of fatty acid oxidation
GO:0046320	regulation of fatty acid oxidation
GO:0061960	regulation of heme oxygenase activity
GO:0061962	negative regulation of heme oxygenase activity
GO:0061961	positive regulation of heme oxygenase activity
GO:0061964	negative regulation of entry into reproductive diapause
GO:0061963	regulation of entry into reproductive diapause
GO:0046329	negative regulation of JNK cascade
GO:0061966	establishment of left/right asymmetry
GO:0046328	regulation of JNK cascade
GO:0061967	establishment of left sidedness
GO:0046330	positive regulation of JNK cascade
GO:0046338	phosphatidylethanolamine catabolic process
GO:0046337	phosphatidylethanolamine metabolic process
GO:0046336	ethanolamine catabolic process
GO:0046335	ethanolamine biosynthetic process
GO:0046334	octopamine catabolic process
GO:0046333	octopamine metabolic process
GO:0046331	lateral inhibition
GO:0061951	establishment of protein localization to plasma membrane
GO:0061950	negative regulation of premature acrosome loss
GO:0046339	diacylglycerol metabolic process
GO:0046341	CDP-diacylglycerol metabolic process
GO:1900418	obsolete positive regulation of purine nucleotide biosynthetic process by positive regulation of transcription from RNA polymerase II promoter
GO:0046340	diacylglycerol catabolic process
GO:0046349	amino sugar biosynthetic process
GO:0046348	amino sugar catabolic process
GO:0046347	mannosamine biosynthetic process
GO:0046346	mannosamine catabolic process
GO:0046345	abscisic acid catabolic process
GO:0046344	ecdysteroid catabolic process
GO:0046343	streptomycin metabolic process
GO:0046342	CDP-diacylglycerol catabolic process
GO:0061982	meiosis I cell cycle process
GO:0061984	catabolite repression
GO:0061986	negative regulation of transcription by glucose
GO:0061985	carbon catabolite repression
GO:0061988	karyosome formation
GO:0061987	negative regulation of transcription from RNA polymerase II promoter by glucose
GO:0071304	cellular response to vitamin B6
GO:0071303	cellular response to vitamin B3
GO:0071302	cellular response to vitamin B2
GO:0071301	cellular response to vitamin B1
GO:0046352	disaccharide catabolic process
GO:0046351	disaccharide biosynthetic process
GO:0046350	galactosaminoglycan metabolic process
GO:1900422	obsolete positive regulation of cellular alcohol catabolic process by positive regulation of transcription from RNA polymerase II promoter
GO:1900421	positive regulation of cellular alcohol catabolic process
GO:0046358	butyrate biosynthetic process
GO:1900423	obsolete positive regulation of mating type switching by positive regulation of transcription from RNA polymerase II promoter
GO:0046356	acetyl-CoA catabolic process
GO:0046355	mannan catabolic process
GO:1900420	negative regulation of cellular alcohol catabolic process
GO:0046354	mannan biosynthetic process
GO:0061971	replacement bone morphogenesis
GO:0061970	maintenance of right sidedness
GO:0061973	membrane bone morphogenesis
GO:0061972	dermal bone morphogenesis
GO:0061975	articular cartilage development
GO:0061974	perichondral bone morphogenesis
GO:0061976	temporomandibular joint articular cartilage development
GO:0061978	mandibular condyle articular cartilage development
GO:0046363	ribitol catabolic process
GO:0046362	ribitol biosynthetic process
GO:0046361	2-oxobutyrate metabolic process
GO:0046360	2-oxobutyrate biosynthetic process
GO:0046369	galactose biosynthetic process
GO:0046368	GDP-L-fucose metabolic process
GO:0046367	allose catabolic process
GO:0046366	allose biosynthetic process
GO:0046365	monosaccharide catabolic process
GO:1900431	regulation of filamentous growth of a population of unicellular organisms in response to heat
GO:0046364	monosaccharide biosynthetic process
GO:0071329	cellular response to sucrose stimulus
GO:0071327	cellular response to trehalose stimulus
GO:0071326	cellular response to monosaccharide stimulus
GO:0071325	cellular response to mannitol stimulus
GO:0071324	cellular response to disaccharide stimulus
GO:0071323	cellular response to chitin
GO:0071322	cellular response to carbohydrate stimulus
GO:0071321	cellular response to cGMP
GO:0046374	teichoic acid metabolic process
GO:0046373	L-arabinose metabolic process
GO:0046372	D-arabinose metabolic process
GO:0046371	dTDP-mannose metabolic process
GO:0046370	fructose biosynthetic process
GO:1900444	negative regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus
GO:1900443	regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus
GO:0046379	extracellular polysaccharide metabolic process
GO:1900440	regulation of filamentous growth of a population of unicellular organisms in response to neutral pH
GO:0046378	enterobacterial common antigen metabolic process
GO:0046377	colanic acid metabolic process
GO:1900442	positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH
GO:0046376	GDP-alpha-D-mannosylchitobiosyldiphosphodolichol metabolic process
GO:1900441	negative regulation of filamentous growth of a population of unicellular organisms in response to neutral pH
GO:0046375	K antigen metabolic process
GO:0071318	cellular response to ATP
GO:0071316	cellular response to nicotine
GO:0071314	cellular response to cocaine
GO:0071313	cellular response to caffeine
GO:0071312	cellular response to alkaloid
GO:0071311	cellular response to acetate
GO:0071310	cellular response to organic substance
GO:0046385	deoxyribose phosphate biosynthetic process
GO:0046383	dTDP-rhamnose metabolic process
GO:0046382	GDP-D-rhamnose metabolic process
GO:1900459	positive regulation of brassinosteroid mediated signaling pathway
GO:0046381	CMP-N-acetylneuraminate metabolic process
GO:1900458	negative regulation of brassinosteroid mediated signaling pathway
GO:0046380	N-acetylneuraminate biosynthetic process
GO:1900457	regulation of brassinosteroid mediated signaling pathway
GO:1900451	positive regulation of glutamate receptor signaling pathway
GO:0046389	deoxyribose 5-phosphate metabolic process
GO:1900450	negative regulation of glutamate receptor signaling pathway
GO:0046387	deoxyribose 1,5-bisphosphate metabolic process
GO:0046386	deoxyribose phosphate catabolic process
GO:1900452	regulation of long-term synaptic depression
GO:0046396	D-galacturonate metabolic process
GO:0046395	carboxylic acid catabolic process
GO:0046394	carboxylic acid biosynthetic process
GO:1900469	negative regulation of phosphatidylserine biosynthetic process
GO:0046391	5-phosphoribose 1-diphosphate metabolic process
GO:0046390	ribose phosphate biosynthetic process
GO:1900466	obsolete positive regulation of arginine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter
GO:1900465	obsolete negative regulation of arginine catabolic process by negative regulation of transcription from RNA polymerase II promoter
GO:1900468	regulation of phosphatidylserine biosynthetic process
GO:1900467	obsolete regulation of cellular potassium ion homeostasis
GO:1900462	obsolete negative regulation of pseudohyphal growth by negative regulation of transcription from RNA polymerase II promoter
GO:0046399	glucuronate biosynthetic process
GO:0046398	UDP-glucuronate metabolic process
GO:1900464	obsolete negative regulation of cellular hyperosmotic salinity response by negative regulation of transcription from RNA polymerase II promoter
GO:0046397	galacturonate catabolic process
GO:0071338	positive regulation of hair follicle cell proliferation
GO:0071337	negative regulation of hair follicle cell proliferation
GO:0071336	regulation of hair follicle cell proliferation
GO:0071335	hair follicle cell proliferation
GO:0046503	glycerolipid catabolic process
GO:0046502	uroporphyrinogen III metabolic process
GO:0046501	protoporphyrinogen IX metabolic process
GO:0046500	S-adenosylmethionine metabolic process
GO:0046506	sulfolipid biosynthetic process
GO:0046505	sulfolipid metabolic process
GO:0046504	glycerol ether biosynthetic process
GO:0046514	ceramide catabolic process
GO:0046513	ceramide biosynthetic process
GO:0046512	sphingosine biosynthetic process
GO:0046511	sphinganine biosynthetic process
GO:0046519	sphingoid metabolic process
GO:0046518	octamethylcyclotetrasiloxane metabolic process
GO:0046517	octamethylcyclotetrasiloxane catabolic process
GO:0046516	hypusine metabolic process
GO:0046521	sphingoid catabolic process
GO:0046520	sphingoid biosynthetic process
GO:0046529	imaginal disc fusion, thorax closure
GO:0046528	imaginal disc fusion
GO:0046535	detection of chemical stimulus involved in sensory perception of umami taste
GO:0046530	photoreceptor cell differentiation
GO:0046546	development of primary male sexual characteristics
GO:0046545	development of primary female sexual characteristics
GO:0046544	development of secondary male sexual characteristics
GO:0046543	development of secondary female sexual characteristics
GO:0046542	obsolete alpha-factor export
GO:0046541	saliva secretion
GO:0071509	obsolete activation of MAPKK activity involved in conjugation with cellular fusion
GO:0071508	obsolete activation of MAPK activity involved in conjugation with cellular fusion
GO:0071507	pheromone response MAPK cascade
GO:0046549	retinal cone cell development
GO:0046548	retinal rod cell development
GO:0046552	photoreceptor cell fate commitment
GO:0046551	retinal cone cell fate commitment
GO:1900359	positive regulation of nigerotriose transport
GO:1900358	negative regulation of nigerotriose transport
GO:1900357	regulation of nigerotriose transport
GO:1900372	negative regulation of purine nucleotide biosynthetic process
GO:1900371	regulation of purine nucleotide biosynthetic process
GO:1900374	obsolete positive regulation of mating type switching by regulation of transcription from RNA polymerase II promoter
GO:1900386	positive regulation of flavonol biosynthetic process
GO:1900398	negative regulation of pyrimidine nucleotide biosynthetic process
GO:1900397	regulation of pyrimidine nucleotide biosynthetic process
GO:0046440	L-lysine metabolic process
GO:0046448	tropane alkaloid metabolic process
GO:0046447	terpenoid indole alkaloid metabolic process
GO:0046446	purine alkaloid metabolic process
GO:0046445	benzyl isoquinoline alkaloid metabolic process
GO:0046444	FMN metabolic process
GO:0046443	FAD metabolic process
GO:0046442	aerobactin metabolic process
GO:0046441	D-lysine metabolic process
GO:0046449	creatinine metabolic process
GO:0046451	diaminopimelate metabolic process
GO:0046450	dethiobiotin metabolic process
GO:0046459	short-chain fatty acid metabolic process
GO:0046458	hexadecanal metabolic process
GO:0046457	prostanoid biosynthetic process
GO:0046455	organosilicon catabolic process
GO:0046454	dimethylsilanediol metabolic process
GO:0046453	dipyrrin metabolic process
GO:0046452	dihydrofolate metabolic process
GO:0046462	monoacylglycerol metabolic process
GO:0046461	neutral lipid catabolic process
GO:0046460	neutral lipid biosynthetic process
GO:0046469	platelet activating factor metabolic process
GO:0046468	phosphatidyl-N-monomethylethanolamine metabolic process
GO:0046467	membrane lipid biosynthetic process
GO:0046466	membrane lipid catabolic process
GO:0046465	dolichyl diphosphate metabolic process
GO:0046464	acylglycerol catabolic process
GO:0046463	acylglycerol biosynthetic process
GO:0071421	manganese ion transmembrane transport
GO:0046473	phosphatidic acid metabolic process
GO:0046471	phosphatidylglycerol metabolic process
GO:0046470	phosphatidylcholine metabolic process
GO:0046479	glycosphingolipid catabolic process
GO:0046478	lactosylceramide metabolic process
GO:0046477	glycosylceramide catabolic process
GO:0046476	glycosylceramide biosynthetic process
GO:0046475	glycerophospholipid catabolic process
GO:0046474	glycerophospholipid biosynthetic process
GO:0071440	obsolete regulation of histone H3-K14 acetylation
GO:0046484	oxazole or thiazole metabolic process
GO:0046483	heterocycle metabolic process
GO:0046482	para-aminobenzoic acid metabolic process
GO:0046487	glyoxylate metabolic process
GO:0046486	glycerolipid metabolic process
GO:0046485	ether lipid metabolic process
GO:0071448	cellular response to alkyl hydroperoxide
GO:0071447	cellular response to hydroperoxide
GO:0071446	cellular response to salicylic acid stimulus
GO:0046495	nicotinamide riboside metabolic process
GO:0046494	rhizobactin 1021 metabolic process
GO:0046493	lipid A metabolic process
GO:0046492	heme B metabolic process
GO:0046491	L-methylmalonyl-CoA metabolic process
GO:0046490	isopentenyl diphosphate metabolic process
GO:0046499	S-adenosylmethioninamine metabolic process
GO:0046498	S-adenosylhomocysteine metabolic process
GO:0046497	nicotinate nucleotide metabolic process
GO:0046496	nicotinamide nucleotide metabolic process
GO:0071433	cell wall repair
GO:0071432	peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion
GO:0071431	obsolete tRNA-containing ribonucleoprotein complex export from nucleus
GO:1900330	regulation of methane biosynthetic process from trimethylamine
GO:1900331	negative regulation of methane biosynthetic process from trimethylamine
GO:0071469	cellular response to alkaline pH
GO:0071468	cellular response to acidic pH
GO:0071467	cellular response to pH
GO:1900345	regulation of methane biosynthetic process from methanethiol
GO:1900344	positive regulation of methane biosynthetic process from dimethyl sulfide
GO:1900343	negative regulation of methane biosynthetic process from dimethyl sulfide
GO:0071459	protein localization to chromosome, centromeric region
GO:0071457	cellular response to ozone
GO:0071454	cellular response to anoxia
GO:0071453	cellular response to oxygen levels
GO:0046602	regulation of mitotic centrosome separation
GO:0046601	positive regulation of centriole replication
GO:0046600	negative regulation of centriole replication
GO:0046607	positive regulation of centrosome cycle
GO:0046606	negative regulation of centrosome cycle
GO:0046604	positive regulation of mitotic centrosome separation
GO:0046603	negative regulation of mitotic centrosome separation
GO:0007009	plasma membrane organization
GO:0007008	outer mitochondrial membrane organization
GO:0007007	inner mitochondrial membrane organization
GO:0022622	root system development
GO:0007006	mitochondrial membrane organization
GO:0007005	mitochondrion organization
GO:0007004	telomere maintenance via telomerase
GO:0007000	nucleolus organization
GO:0046619	lens placode formation involved in camera-type eye formation
GO:0046617	obsolete nucleolar size increase (sensu Saccharomyces)
GO:0022611	dormancy process
GO:0022610	obsolete biological adhesion
GO:0046622	positive regulation of organ growth
GO:0046621	negative regulation of organ growth
GO:0046620	regulation of organ growth
GO:0046629	gamma-delta T cell activation
GO:0046628	positive regulation of insulin receptor signaling pathway
GO:0046627	negative regulation of insulin receptor signaling pathway
GO:0046626	regulation of insulin receptor signaling pathway
GO:0022613	ribonucleoprotein complex biogenesis
GO:0022612	gland morphogenesis
GO:0022615	protein to membrane docking
GO:0022614	membrane to membrane docking
GO:0022617	extracellular matrix disassembly
GO:0022616	DNA strand elongation
GO:0022619	generative cell differentiation
GO:0022618	protein-RNA complex assembly
GO:0022600	digestive system process
GO:0046635	positive regulation of alpha-beta T cell activation
GO:0046634	regulation of alpha-beta T cell activation
GO:0046633	alpha-beta T cell proliferation
GO:0046632	alpha-beta T cell differentiation
GO:0046631	alpha-beta T cell activation
GO:0046630	gamma-delta T cell proliferation
GO:0022609	multicellular organism adhesion to substrate
GO:0046639	negative regulation of alpha-beta T cell differentiation
GO:0046638	positive regulation of alpha-beta T cell differentiation
GO:0046637	regulation of alpha-beta T cell differentiation
GO:0046636	negative regulation of alpha-beta T cell activation
GO:0022602	ovulation cycle process
GO:0022601	menstrual cycle phase
GO:0022604	regulation of cell morphogenesis
GO:0022603	regulation of anatomical structure morphogenesis
GO:0022606	establishment of proximal/distal cell polarity
GO:0022605	mammalian oogenesis stage
GO:0022608	multicellular organism adhesion
GO:0022607	cellular component assembly
GO:0046646	regulation of gamma-delta T cell proliferation
GO:0046645	positive regulation of gamma-delta T cell activation
GO:0046644	negative regulation of gamma-delta T cell activation
GO:0046643	regulation of gamma-delta T cell activation
GO:0046642	negative regulation of alpha-beta T cell proliferation
GO:0046641	positive regulation of alpha-beta T cell proliferation
GO:0046640	regulation of alpha-beta T cell proliferation
GO:0071607	macrophage inflammatory protein-1 gamma production
GO:0071606	chemokine (C-C motif) ligand 4 production
GO:0071605	monocyte chemotactic protein-1 production
GO:0046649	lymphocyte activation
GO:0046648	positive regulation of gamma-delta T cell proliferation
GO:0046647	negative regulation of gamma-delta T cell proliferation
GO:0071600	otic vesicle morphogenesis
GO:0046657	folic acid catabolic process
GO:0046656	folic acid biosynthetic process
GO:0046655	folic acid metabolic process
GO:0046654	tetrahydrofolate biosynthetic process
GO:0046653	tetrahydrofolate metabolic process
GO:0046651	lymphocyte proliferation
GO:1900738	positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway
GO:0046660	female sex differentiation
GO:1900737	negative regulation of phospholipase C-activating G protein-coupled receptor signaling pathway
GO:1900733	negative regulation of polyketide biosynthetic process
GO:1900736	regulation of phospholipase C-activating G protein-coupled receptor signaling pathway
GO:1900730	negative regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway
GO:0046668	regulation of retinal cell programmed cell death
GO:0046667	compound eye retinal cell programmed cell death
GO:1900732	regulation of polyketide biosynthetic process
GO:0046666	retinal cell programmed cell death
GO:1900731	positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway
GO:0046665	amnioserosa maintenance
GO:0046664	dorsal closure, amnioserosa morphology change
GO:0046663	dorsal closure, leading edge cell differentiation
GO:0046662	regulation of egg-laying behavior
GO:0046661	male sex differentiation
GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system
GO:0071626	mastication
GO:0071625	vocalization behavior
GO:0046669	regulation of compound eye retinal cell programmed cell death
GO:0071624	positive regulation of granulocyte chemotaxis
GO:0046671	negative regulation of retinal cell programmed cell death
GO:0046670	positive regulation of retinal cell programmed cell death
GO:1900745	positive regulation of p38MAPK cascade
GO:1900744	regulation of p38MAPK cascade
GO:1900747	negative regulation of vascular endothelial growth factor signaling pathway
GO:1900746	regulation of vascular endothelial growth factor signaling pathway
GO:1900741	regulation of filamentous growth of a population of unicellular organisms in response to pH
GO:0046679	response to streptomycin
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
GO:0046678	response to bacteriocin
GO:1900743	positive regulation of filamentous growth of a population of unicellular organisms in response to pH
GO:0046677	response to antibiotic
GO:1900742	negative regulation of filamentous growth of a population of unicellular organisms in response to pH
GO:0046676	negative regulation of insulin secretion
GO:0046673	negative regulation of compound eye retinal cell programmed cell death
GO:0046672	positive regulation of compound eye retinal cell programmed cell death
GO:0071616	acyl-CoA biosynthetic process
GO:0071615	obsolete oxidative deethylation
GO:0071611	granulocyte colony-stimulating factor production
GO:0071610	chemokine (C-C motif) ligand 1 production
GO:0007078	lamin depolymerization
GO:0007077	mitotic nuclear membrane disassembly
GO:0007076	mitotic chromosome condensation
GO:0007075	positive regulation of transcription involved in exit from mitosis, from RNA polymerase III promoter
GO:0007085	obsolete nuclear membrane vesicle binding to chromatin
GO:0007081	obsolete mitotic sister-chromatid adhesion release
GO:0007080	mitotic metaphase plate congression
GO:0007089	traversing start control point of mitotic cell cycle
GO:0007088	regulation of mitotic nuclear division
GO:0007087	mitotic nuclear pore complex reassembly
GO:0007086	vesicle fusion with nuclear membrane involved in mitotic nuclear envelope reassembly
GO:0007096	regulation of exit from mitosis
GO:0007093	mitotic cell cycle checkpoint signaling
GO:0032026	response to magnesium ion
GO:0032025	response to cobalt ion
GO:0032024	positive regulation of insulin secretion
GO:0032023	trypsinogen activation
GO:0032020	ISG15-protein conjugation
GO:0032017	positive regulation of Ran protein signal transduction
GO:0007059	chromosome segregation
GO:0007058	spindle assembly involved in female meiosis II
GO:0007057	spindle assembly involved in female meiosis I
GO:0007056	spindle assembly involved in female meiosis
GO:0007055	spindle assembly involved in male meiosis II
GO:0007054	spindle assembly involved in male meiosis I
GO:0007053	spindle assembly involved in male meiosis
GO:0007063	regulation of sister chromatid cohesion
GO:0007062	sister chromatid cohesion
GO:0007060	male meiosis chromosome segregation
GO:0032016	negative regulation of Ran protein signal transduction
GO:0032015	regulation of Ran protein signal transduction
GO:0032014	positive regulation of ARF protein signal transduction
GO:0032013	negative regulation of ARF protein signal transduction
GO:0032012	regulation of ARF protein signal transduction
GO:0032011	ARF protein signal transduction
GO:0032008	positive regulation of TOR signaling
GO:0032007	negative regulation of TOR signaling
GO:0032006	regulation of TOR signaling
GO:0007066	female meiosis sister chromatid cohesion
GO:0007065	male meiosis sister chromatid cohesion
GO:0007064	mitotic sister chromatid cohesion
GO:0007074	positive regulation of transcription involved in exit from mitosis, from RNA polymerase II promoter
GO:0007073	positive regulation of transcription involved in exit from mitosis, from RNA polymerase I promoter
GO:0007072	positive regulation of transcription involved in exit from mitosis
GO:0032005	signal transduction involved in positive regulation of conjugation with cellular fusion
GO:0032000	positive regulation of fatty acid beta-oxidation
GO:0007039	protein catabolic process in the vacuole
GO:0007038	endocytosed protein transport to vacuole
GO:0007036	vacuolar calcium ion homeostasis
GO:0007035	vacuolar acidification
GO:0007034	vacuolar transport
GO:0007033	vacuole organization
GO:0007032	endosome organization
GO:0007031	peroxisome organization
GO:0007041	lysosomal transport
GO:0007040	lysosome organization
GO:0007049	cell cycle
GO:0007048	obsolete oncogenesis
GO:0007043	cell-cell junction assembly
GO:0007042	lysosomal lumen acidification
GO:0007019	microtubule depolymerization
GO:0007018	microtubule-based movement
GO:0007017	microtubule-based process
GO:0007016	obsolete cytoskeletal anchoring at plasma membrane
GO:0007015	actin filament organization
GO:0007014	actin ubiquitination
GO:0007011	obsolete regulation of cytoskeleton
GO:0007010	cytoskeleton organization
GO:0007029	endoplasmic reticulum organization
GO:0007028	cytoplasm organization
GO:0007027	negative regulation of axonemal microtubule depolymerization
GO:0007026	negative regulation of microtubule depolymerization
GO:0007023	post-chaperonin tubulin folding pathway
GO:0007021	tubulin complex assembly
GO:0007020	microtubule nucleation
GO:0007030	Golgi organization
GO:0071599	otic vesicle development
GO:1900639	positive regulation of asperfuranone biosynthetic process
GO:1900638	negative regulation of asperfuranone biosynthetic process
GO:1900634	pentadecane biosynthetic process
GO:1900633	pentadecane metabolic process
GO:1900632	tridecane biosynthetic process
GO:1900649	regulation of dehydroaustinol biosynthetic process
GO:1900646	regulation of chanoclavine-I aldehyde biosynthetic process
GO:1900648	positive regulation of chanoclavine-I aldehyde biosynthetic process
GO:1900647	negative regulation of chanoclavine-I aldehyde biosynthetic process
GO:0046579	positive regulation of Ras protein signal transduction
GO:0046578	regulation of Ras protein signal transduction
GO:0095500	acetylcholine receptor signaling pathway
GO:0046580	negative regulation of Ras protein signal transduction
GO:0046588	negative regulation of calcium-dependent cell-cell adhesion
GO:0046587	positive regulation of calcium-dependent cell-cell adhesion
GO:0046586	regulation of calcium-dependent cell-cell adhesion
GO:0046585	enniatin biosynthetic process
GO:0046584	enniatin metabolic process
GO:0046594	maintenance of pole plasm mRNA location
GO:0046591	obsolete embryonic leg joint morphogenesis
GO:0046599	regulation of centriole replication
GO:0046598	positive regulation of viral entry into host cell
GO:0046597	negative regulation of viral entry into host cell
GO:0046596	regulation of viral entry into host cell
GO:0046595	establishment of pole plasm mRNA localization
GO:0071560	cellular response to transforming growth factor beta stimulus
GO:0071562	nucleus-vacuole junction assembly
GO:1900690	negative regulation of gliotoxin biosynthetic process
GO:0071552	obsolete RIP homotypic interaction motif-mediated complex assembly
GO:1900693	negative regulation of (+)-kotanin biosynthetic process
GO:1900692	regulation of (+)-kotanin biosynthetic process
GO:1900695	regulation of N',N'',N'''-triacetylfusarinine C biosynthetic process
GO:1900694	positive regulation of (+)-kotanin biosynthetic process
GO:0071589	pyridine nucleoside biosynthetic process
GO:0071588	hydrogen peroxide mediated signaling pathway
GO:0071587	CAAX-box protein modification
GO:0071586	CAAX-box protein processing
GO:0071585	detoxification of cadmium ion
GO:0071572	histone H3-K56 deacetylation
GO:0071571	obsolete LRR domain-mediated complex assembly
GO:0071577	zinc ion transmembrane transport
GO:0071574	protein localization to medial cortex
GO:0071573	shelterin complex assembly
GO:0007119	budding cell isotropic bud growth
GO:0007118	budding cell apical bud growth
GO:0007117	budding cell bud growth
GO:0007116	regulation of cell budding
GO:0046723	malic acid secretion
GO:0046722	lactic acid secretion
GO:0007113	endomitotic cell cycle
GO:0046721	formic acid secretion
GO:0007112	male meiosis cytokinesis
GO:0046720	citric acid secretion
GO:0007111	meiosis II cytokinesis
GO:0007110	meiosis I cytokinesis
GO:0046726	positive regulation by virus of viral protein levels in host cell
